Name,Description,Stars,URL,Comment,Star_Category,Project_Category,Recommendation
com.unity.objectid-rendering,No description,5,https://github.com/Unity-Technologies/com.unity.objectid-rendering,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
NativeRenderingPlugin,C++ Rendering Plugin example for Unity,826,https://github.com/Unity-Technologies/NativeRenderingPlugin,Popular - Render or graphics package,Popüler,Render/Grafik Paketi,Genel kullanıma uygun.
com.unity.webrtc,WebRTC package for Unity,761,https://github.com/Unity-Technologies/com.unity.webrtc,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
QuickVideoTester,"A small project to test video player quickly.  Very basic controls, just assign videos to the video players, adjust the titles and when on the device, click the relevant quadrant to activate the player to see if it works",4,https://github.com/Unity-Technologies/QuickVideoTester,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Mobile-Audio-Test-Suite,"A small project for testing most of the non-DOTS audio system features on mobile. Just Build for mobile and click Begin, suite is semi-automated, just follow instructions on the screen.",6,https://github.com/Unity-Technologies/Mobile-Audio-Test-Suite,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
github-release-notes,Node module to create a release or a changelog from a tag and uses issues or commits to creating the release notes.,3,https://github.com/Unity-Technologies/github-release-notes,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
HDRPRayTracingScenes,This repository contains a startup DXR project.,335,https://github.com/Unity-Technologies/HDRPRayTracingScenes,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
UIElementsUniteCPH2019RuntimeDemo,This is the project used in the Unite Copenhagen 2019 presentation: Building UI for games with the new UI Builder,126,https://github.com/Unity-Technologies/UIElementsUniteCPH2019RuntimeDemo,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
InputSystemTest,No description,10,https://github.com/Unity-Technologies/InputSystemTest,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
lua_live_coding,No description,107,https://github.com/Unity-Technologies/lua_live_coding,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
Keras-GAN,Keras implementations of Generative Adversarial Networks.,9,https://github.com/Unity-Technologies/Keras-GAN,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
bgfx,"Cross-platform, graphics API agnostic, ""Bring Your Own Engine/Framework"" style rendering library.",6,https://github.com/Unity-Technologies/bgfx,Low popularity - Render or graphics package,Düşük Popülerlik,Render/Grafik Paketi,Genel kullanıma uygun.
iOSNativeCodeSamples,No description,45,https://github.com/Unity-Technologies/iOSNativeCodeSamples,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
gametune-example-game,Contains an example game with GameTune integrated,33,https://github.com/Unity-Technologies/gametune-example-game,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
GettingStartedWithBurst-Unite2019,"Companion to the ""Getting Started With Burst"" talk from Unite 2019",60,https://github.com/Unity-Technologies/GettingStartedWithBurst-Unite2019,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
emunittest,Test harness for benchmarking web games.,9,https://github.com/Unity-Technologies/emunittest,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
DOTS-Shmup3D-sample,A demo with Unity DOTS and Unity Physics.,176,https://github.com/Unity-Technologies/DOTS-Shmup3D-sample,Mid-level popularity - Physics package,Orta Popüler,Fizik Paketi,Genel kullanıma uygun.
com.unity.light-assistant,Light Assistant Tool,21,https://github.com/Unity-Technologies/com.unity.light-assistant,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unite2019-scenedatatodots,Unite 2019 - Converting Scene Data to DOTS (samples),74,https://github.com/Unity-Technologies/unite2019-scenedatatodots,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.mobile.notifications,Mobile Notifications Package,134,https://github.com/Unity-Technologies/com.unity.mobile.notifications,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
vault-secret-fetcher,No description,29,https://github.com/Unity-Technologies/vault-secret-fetcher,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SDL,No description,4,https://github.com/Unity-Technologies/SDL,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
go-svrquery,Server Query Protocols in golang,6,https://github.com/Unity-Technologies/go-svrquery,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
uaal-example,No description,753,https://github.com/Unity-Technologies/uaal-example,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
buildroot,"Buildroot, making embedded Linux easy. Note that this is not the official repository, but only a mirror. The official Git repository is at http://git.buildroot.net/buildroot/. Do not open issues or file pull requests here.",3,https://github.com/Unity-Technologies/buildroot,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
DesktopSamples,This repository contains Unity samples for desktop platforms,237,https://github.com/Unity-Technologies/DesktopSamples,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
com.unity.material-switch,No description,93,https://github.com/Unity-Technologies/com.unity.material-switch,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
mz-requestbin,Inspect HTTP requests. Debug webhooks. Originally created by @progrium. Cloned to Applifier for use in CPI k8s cluster.,1,https://github.com/Unity-Technologies/mz-requestbin,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
DOTSSample,"A third person, multiplayer sample project. Built with Unity and using the new Data Oriented Tech Stack (DOTS).",994,https://github.com/Unity-Technologies/DOTSSample,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
Timeline-Cinemachine-Test-Suite,A generic test suite for the main features of Timeline and Cinemachine,17,https://github.com/Unity-Technologies/Timeline-Cinemachine-Test-Suite,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
ClusterDisplay,Use the Unity Cluster Display packages (com.unity.cluster-display) to display synchronously the same Unity Scene across multiple machines through display clustering.,77,https://github.com/Unity-Technologies/ClusterDisplay,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.editor.tasks,No description,29,https://github.com/Unity-Technologies/com.unity.editor.tasks,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
cla-test,No description,1,https://github.com/Unity-Technologies/cla-test,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
VRAlchemyLab,VR Demo project using HDRP and unity 2019.3,288,https://github.com/Unity-Technologies/VRAlchemyLab,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
NotchSafeAreaSample,"Simple project to test cutouts, safe area APIs with Device Simulator",62,https://github.com/Unity-Technologies/NotchSafeAreaSample,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ProjectTinySamples,Samples for Project Tiny,884,https://github.com/Unity-Technologies/ProjectTinySamples,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
glfw,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input",5,https://github.com/Unity-Technologies/glfw,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Unity.Animation.Samples,Repository of projects that showcase the new DOTS animation package (com.unity.animation).,420,https://github.com/Unity-Technologies/Unity.Animation.Samples,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
watermill,Building event-driven applications the easy way in Go.,1,https://github.com/Unity-Technologies/watermill,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.process-server,No description,36,https://github.com/Unity-Technologies/com.unity.process-server,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ai-planner-samples,AI Planner: Samples,108,https://github.com/Unity-Technologies/ai-planner-samples,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
com.unity.goql,GameObject Query Language,41,https://github.com/Unity-Technologies/com.unity.goql,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
MeshApiExamples,Example project for Unity 2020.1 Mesh API improvements,703,https://github.com/Unity-Technologies/MeshApiExamples,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
XR-Interaction-Toolkit-Examples,This repository contains various examples to use with the XR Interaction Toolkit,1131,https://github.com/Unity-Technologies/XR-Interaction-Toolkit-Examples,Very popular - Artificial intelligence package,Çok Popüler,Yapay Zeka Paketi,AAA oyunlar için önerilir.
com.unity.rpc,No description,52,https://github.com/Unity-Technologies/com.unity.rpc,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.demoteam.digital-human,Library of tech features used to realize the digital human from 'The Heretic' and 'Enemies'.,535,https://github.com/Unity-Technologies/com.unity.demoteam.digital-human,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.demoteam.digital-human.sample,Character sample featuring the digital human from 'The Heretic'.,302,https://github.com/Unity-Technologies/com.unity.demoteam.digital-human.sample,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.demoteam.attributes,Library of attributes common to packages in com.unity.demoteam.*,3,https://github.com/Unity-Technologies/com.unity.demoteam.attributes,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
gddo,Go Doc Dot Org,1,https://github.com/Unity-Technologies/gddo,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Kinematica_Demo,Kinematica Demo Project,178,https://github.com/Unity-Technologies/Kinematica_Demo,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
uaal-ar-example,No description,79,https://github.com/Unity-Technologies/uaal-ar-example,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
furioos-sdk-js,Furioos SDK for JavaScript,30,https://github.com/Unity-Technologies/furioos-sdk-js,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SimpleUIDemo,No description,20,https://github.com/Unity-Technologies/SimpleUIDemo,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
pdfbox,Mirror of Apache PDFBox,2,https://github.com/Unity-Technologies/pdfbox,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
devops-spinnaker-test,This repo is use to deploy a demo application for spinnaker,2,https://github.com/Unity-Technologies/devops-spinnaker-test,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
articulations-robot-demo,No description,348,https://github.com/Unity-Technologies/articulations-robot-demo,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
goreportcard,A report card for your Go application,1,https://github.com/Unity-Technologies/goreportcard,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
cla-assistant,Contributor License Agreement assistant (CLA assistant),1,https://github.com/Unity-Technologies/cla-assistant,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.cli-config-manager,"Provides a command line parser and options to set build, player, and other Unity settings when running Unity from the command line",14,https://github.com/Unity-Technologies/com.unity.cli-config-manager,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.xr.test-framework.performance,A forked version of the com.unity.test-framework.performance package (v1.0.4-preview) that includes a dependency on XR APIs for collection of XR metadata during performance test runs,6,https://github.com/Unity-Technologies/com.unity.xr.test-framework.performance,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.xr.test.runtimesettings,No description,1,https://github.com/Unity-Technologies/com.unity.xr.test.runtimesettings,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.xr.oculusperformanceutility,No description,4,https://github.com/Unity-Technologies/com.unity.xr.oculusperformanceutility,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
xr.sdk.oculus.performancetests,No description,7,https://github.com/Unity-Technologies/xr.sdk.oculus.performancetests,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
MeshSyncDCCPlugins,"DCC plugins for MeshSync in Unity. Supported tools: Maya, Maya LT, 3ds Max, Motion Builder, Modo, Blender, Metasequoia",457,https://github.com/Unity-Technologies/MeshSyncDCCPlugins,Mid-level popularity - Vehicle package,Orta Popüler,Araç Paketi,Yeni başlayanlar için önerilir.
llvm-project,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies. Note: the repository does not accept github pull requests at this moment. Please submit your patches at http://reviews.llvm.org.,5,https://github.com/Unity-Technologies/llvm-project,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
frontend-developer-test,Test app for react oriented front-end engineer candidates,6,https://github.com/Unity-Technologies/frontend-developer-test,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
2D-Entities-Starter,No description,29,https://github.com/Unity-Technologies/2D-Entities-Starter,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SPIRV-Cross,No description,39,https://github.com/Unity-Technologies/SPIRV-Cross,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
terraform-provider-ansible,"""Logical"" provider for integrating with an Ansible Dynamic Inventory script.",0,https://github.com/Unity-Technologies/terraform-provider-ansible,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
arfoundation-demos,AR Foundation demo projects,500,https://github.com/Unity-Technologies/arfoundation-demos,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
uzap,unity's go.uber.org/zap config,8,https://github.com/Unity-Technologies/uzap,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
NativeAudioPlugins,No description,139,https://github.com/Unity-Technologies/NativeAudioPlugins,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
AudioDemos,No description,29,https://github.com/Unity-Technologies/AudioDemos,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.channel-client-examples,No description,7,https://github.com/Unity-Technologies/com.unity.channel-client-examples,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
uGUI,Source code for the Unity UI system.,1241,https://github.com/Unity-Technologies/uGUI,Very popular - General Unity package,Çok Popüler,Genel Unity Paketi,AAA oyunlar için önerilir.
hgwebcachingproxy,"Mercurial extension / wsgi that runs like hgweb but acts like a proxy, caching repositories from a main server.",1,https://github.com/Unity-Technologies/hgwebcachingproxy,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
dynapath,Mercurial extension that dynamically changes the default path depending on the location. Convenient when changing between locations with different optional mirrors.,3,https://github.com/Unity-Technologies/dynapath,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SynthDet,SynthDet - An end-to-end object detection pipeline using synthetic data,366,https://github.com/Unity-Technologies/SynthDet,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
grpc-go,The Go language implementation of gRPC. HTTP/2 based RPC,2,https://github.com/Unity-Technologies/grpc-go,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unity-ml-template,template for Unity project using machine learning,13,https://github.com/Unity-Technologies/unity-ml-template,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unitysimulation-coronavirus-example,Unity Simulation Coronavirus Example,79,https://github.com/Unity-Technologies/unitysimulation-coronavirus-example,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Graphics,Unity Graphics - Including Scriptable Render Pipeline,2559,https://github.com/Unity-Technologies/Graphics,Very popular - Render or graphics package,Çok Popüler,Render/Grafik Paketi,AAA oyunlar için önerilir.
com.unity.perception,Perception toolkit for sim2real training and validation in Unity,929,https://github.com/Unity-Technologies/com.unity.perception,Popular - Artificial intelligence package,Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
go-tensorgen,Lightweight tool that generates Go structures and Tensorflow inference execution code from SavedModel,11,https://github.com/Unity-Technologies/go-tensorgen,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
furioos-sdk-unity,Furioos SDK for Unity3D,25,https://github.com/Unity-Technologies/furioos-sdk-unity,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
PackageDependencyMapper,This tool will search for Unity packages and map their dependencies into a graph that can be outputted in various ways.,11,https://github.com/Unity-Technologies/PackageDependencyMapper,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
TheHeretic-VFXCharacter,"Morgan - a VFX character from The Heretic, a short film made with Unity",161,https://github.com/Unity-Technologies/TheHeretic-VFXCharacter,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
grafana,"The tool for beautiful monitoring and metric analytics & dashboards for Graphite, InfluxDB & Prometheus & More",1,https://github.com/Unity-Technologies/grafana,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.cli-project-setup,"Provides a command line parser and options to set editor, build, player, and other Unity settings when running Unity from the command line",57,https://github.com/Unity-Technologies/com.unity.cli-project-setup,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.test.metadata-manager,Used to manage custom metadata for Unity performance tests.,6,https://github.com/Unity-Technologies/com.unity.test.metadata-manager,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.test.performance.runtimesettings,An entity class used to preserve settings from player build time for use during runtime of a test.,1,https://github.com/Unity-Technologies/com.unity.test.performance.runtimesettings,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
repotest123,No description,1,https://github.com/Unity-Technologies/repotest123,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Reflect-Extensions,Runtime components and Editor tools to make the most of Unity Reflect.,18,https://github.com/Unity-Technologies/Reflect-Extensions,Low popularity - Vehicle package,Düşük Popülerlik,Araç Paketi,Yeni başlayanlar için önerilir.
Facial-AR-Remote-Project,**This project is discontinued** Integration project for Facial AR Remote,22,https://github.com/Unity-Technologies/Facial-AR-Remote-Project,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
gen-playerid-stats,No description,1,https://github.com/Unity-Technologies/gen-playerid-stats,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.editoriterationprofiler,Assists in capturing frames from the Profiler of Domain Reloads in the Unity Editor. Compatible with Unity 2019.3+.,187,https://github.com/Unity-Technologies/com.unity.editoriterationprofiler,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
go-pingdom,Pingdom API access from Go,1,https://github.com/Unity-Technologies/go-pingdom,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.performance-tracking,A set of tools and utilities to help track Unity Editor performance,88,https://github.com/Unity-Technologies/com.unity.performance-tracking,Low popularity - Vehicle package,Düşük Popülerlik,Araç Paketi,Yeni başlayanlar için önerilir.
perception-synthdet-torchserve,Tools for running Unity's SynthDet models on TorchServe,7,https://github.com/Unity-Technologies/perception-synthdet-torchserve,Low popularity - Vehicle package,Düşük Popülerlik,Araç Paketi,Yeni başlayanlar için önerilir.
perception-synthdet-viewer-app,An iPhone and iPad application that displays real-time object detection from SynthDet in AR,25,https://github.com/Unity-Technologies/perception-synthdet-viewer-app,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
hw20-645-videoconference-filters-soundboard-app,No description,3,https://github.com/Unity-Technologies/hw20-645-videoconference-filters-soundboard-app,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
hw20-multiplayer-asteroid-soccer-game,A multiplayer game in Unity,17,https://github.com/Unity-Technologies/hw20-multiplayer-asteroid-soccer-game,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
format,Home for the dotnet-format command,1,https://github.com/Unity-Technologies/format,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
instant-meshes,Interactive field-aligned mesh generator,7,https://github.com/Unity-Technologies/instant-meshes,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.platforms.wsl,Packer for interacting with WSL2 and Unity. ,8,https://github.com/Unity-Technologies/com.unity.platforms.wsl,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SerializableCallback,UnityEvent and System.Func had a child,27,https://github.com/Unity-Technologies/SerializableCallback,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.reflect.ar,Repository for the experimental com.unity.reflect.ar package.,2,https://github.com/Unity-Technologies/com.unity.reflect.ar,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.reflect.vr,A repository to store the experimental versions of Reflect's VR package.,3,https://github.com/Unity-Technologies/com.unity.reflect.vr,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
OnlineSurfaceReconstruction,No description,4,https://github.com/Unity-Technologies/OnlineSurfaceReconstruction,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
xr.sdk.functionaltests,No description,6,https://github.com/Unity-Technologies/xr.sdk.functionaltests,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
electron,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",3,https://github.com/Unity-Technologies/electron,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.uiwidgets,"UIWidgets is a Unity Package which helps developers to create, debug and deploy efficient, cross-platform Apps.",627,https://github.com/Unity-Technologies/com.unity.uiwidgets,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
swiftshader,"SwiftShader is a high-performance CPU-based implementation of the Vulkan, OpenGL ES, and Direct3D 9 graphics APIs. Its goal is to provide hardware independence for advanced 3D graphics.",5,https://github.com/Unity-Technologies/swiftshader,Low popularity - Render or graphics package,Düşük Popülerlik,Render/Grafik Paketi,Genel kullanıma uygun.
china-connected-games,No description,1,https://github.com/Unity-Technologies/china-connected-games,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
MGOBE,No description,39,https://github.com/Unity-Technologies/MGOBE,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
duplicate-bug-report-detection-kk,No description,1,https://github.com/Unity-Technologies/duplicate-bug-report-detection-kk,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
mobileQA-LostCrypt-AutoPlay-Deterministic,No description,10,https://github.com/Unity-Technologies/mobileQA-LostCrypt-AutoPlay-Deterministic,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.installationhelper,A prototype for sharing software installation code between both unity workspace and unity hub teams,2,https://github.com/Unity-Technologies/com.unity.installationhelper,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
terraform-provider-kubernetes,Terraform Kubernetes provider,1,https://github.com/Unity-Technologies/terraform-provider-kubernetes,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
datasetinsights,Synthetic Dataset Insights,84,https://github.com/Unity-Technologies/datasetinsights,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ROS-TCP-Endpoint,ROS package used to create an endpoint to accept ROS messages sent from a Unity scene using the ROS TCP Connector scripts,189,https://github.com/Unity-Technologies/ROS-TCP-Endpoint,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
UIToolkitUnityRoyaleRuntimeDemo,This is a sample project to introduce the use of UI Toolkit in Runtime,361,https://github.com/Unity-Technologies/UIToolkitUnityRoyaleRuntimeDemo,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
HLODSystemDemo,HLODSystem is applied to 3DGameKit.,95,https://github.com/Unity-Technologies/HLODSystemDemo,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
yasm,Yasm Assembler mainline development tree,1,https://github.com/Unity-Technologies/yasm,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
ml-test,No description,2,https://github.com/Unity-Technologies/ml-test,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Buildserver1987,BuildServer for menziestest,1,https://github.com/Unity-Technologies/Buildserver1987,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
DebugWatch,Debug tool similar to visual studio's watch window,8,https://github.com/Unity-Technologies/DebugWatch,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
HuaweiServiceSample,Public repository for HUAWEI HMS & AGC Unity SDK,43,https://github.com/Unity-Technologies/HuaweiServiceSample,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
terraform-provider-artifactory,Terraform provider to manage Artifactory,2,https://github.com/Unity-Technologies/terraform-provider-artifactory,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
FramerateSmoothnessTest,No description,8,https://github.com/Unity-Technologies/FramerateSmoothnessTest,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.reflect.viewer,Unity Reflect Viewer,60,https://github.com/Unity-Technologies/com.unity.reflect.viewer,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
